agency_cd,site_no,dateTime,Wtemp_Max,Wtemp_Max_cd,Wtemp_Min,Wtemp_Min_cd,Wtemp,Wtemp_cd,Flow,Flow_cd,tz_cd
USGS,12363000,2021-07-23T00:00:00Z,16.2,A,14,A,15.1,A,5070,A,UTC
USGS,12363000,2021-07-24T00:00:00Z,16.7,A,13.9,A,15.3,A,4800,A,UTC
USGS,12363000,2021-07-25T00:00:00Z,17.8,A,15.1,A,16.4,A,4560,A,UTC
USGS,12363000,2021-07-26T00:00:00Z,18,A,15.7,A,16.9,A,4490,A,UTC
USGS,12363000,2021-07-27T00:00:00Z,17.9,A,15.8,A,16.8,A,4440,A,UTC
USGS,12363000,2021-07-28T00:00:00Z,18.2,A,15.9,A,16.9,A,4380,A,UTC
USGS,12363000,2021-07-29T00:00:00Z,18.9,A,16.4,A,17.5,A,4330,A,UTC
USGS,12363000,2021-07-30T00:00:00Z,18.9,A,16.1,A,17.5,A,4280,A,UTC
USGS,12363000,2021-07-31T00:00:00Z,19,A,16.5,A,17.7,A,4230,A,UTC
USGS,12363000,2021-08-01T00:00:00Z,19.3,A,17,A,17.9,A,4210,A,UTC
USGS,12363000,2021-08-02T00:00:00Z,17.6,A,16.8,A,17.1,A,4290,A,UTC
USGS,12363000,2021-08-03T00:00:00Z,18.1,A,16.2,A,17.1,A,4270,A,UTC
USGS,12363000,2021-08-04T00:00:00Z,18.1,A,16,A,17,A,4180,A,UTC
USGS,12363000,2021-08-05T00:00:00Z,17.8,A,16,A,17,A,4110,A,UTC
USGS,12363000,2021-08-06T00:00:00Z,17.9,A,16.1,A,16.9,A,4040,A,UTC
USGS,12363000,2021-08-07T00:00:00Z,16.8,A,15.8,A,16.3,A,3980,A,UTC
USGS,12363000,2021-08-08T00:00:00Z,16.5,A,15,A,15.6,A,4080,A,UTC
USGS,12363000,2021-08-09T00:00:00Z,16.1,A,14.5,A,15.2,A,4570,A,UTC
USGS,12363000,2021-08-10T00:00:00Z,16.4,A,14.2,A,15.3,A,4480,A,UTC
USGS,12363000,2021-08-11T00:00:00Z,17.6,A,14.9,A,16.2,A,4270,A,UTC
USGS,12363000,2021-08-12T00:00:00Z,18.1,A,15.5,A,16.7,A,4110,A,UTC
USGS,12363000,2021-08-13T00:00:00Z,18.4,A,15.6,A,17,A,4120,A,UTC
USGS,12363000,2021-08-14T00:00:00Z,17.8,A,15.8,A,16.9,A,4190,A,UTC
USGS,12363000,2021-08-15T00:00:00Z,17.8,A,15.7,A,16.7,A,4150,A,UTC
USGS,12363000,2021-08-16T00:00:00Z,17.2,A,15.8,A,16.4,A,4090,A,UTC
USGS,12363000,2021-08-17T00:00:00Z,15.8,A,13.1,A,14.4,A,4030,A,UTC
USGS,12363000,2021-08-18T00:00:00Z,13.9,A,12.1,A,13.2,A,4270,A,UTC
USGS,12363000,2021-08-19T00:00:00Z,16.1,A,13.2,A,14.4,A,4400,A,UTC
USGS,12363000,2021-08-20T00:00:00Z,15.6,A,13.9,A,14.6,A,4480,A,UTC
USGS,12363000,2021-08-21T00:00:00Z,14.4,A,13.5,A,14,A,4530,A,UTC
USGS,12363000,2021-08-22T00:00:00Z,14.6,A,12.9,A,13.6,A,4540,A,UTC
USGS,12363000,2021-08-23T00:00:00Z,15.1,A,12.8,A,13.8,A,4640,A,UTC
USGS,12363000,2021-08-24T00:00:00Z,14.3,A,12.4,A,13.3,A,4560,A,UTC
USGS,12363000,2021-08-25T00:00:00Z,14.4,A,12.3,A,13.3,A,4470,A,UTC
USGS,12363000,2021-08-26T00:00:00Z,14.5,A,12.7,A,13.5,A,4500,A,UTC
USGS,12363000,2021-08-27T00:00:00Z,14.2,A [4],13.4,A [4],NA,NA,4510,A,UTC
USGS,12363000,2021-08-28T00:00:00Z,15.2,A,12.9,A,13.9,A,4510,A,UTC
USGS,12363000,2021-08-29T00:00:00Z,15.5,A,12.9,A,14.1,A,4460,A,UTC
USGS,12363000,2021-08-30T00:00:00Z,15.6,A,13.2,A,14.3,A,4400,A,UTC
USGS,12363000,2021-08-31T00:00:00Z,15.3,A,13.3,A,14.1,A,4360,A,UTC
USGS,12363000,2021-09-01T00:00:00Z,14.3,A,12.6,A,13.2,A,4290,A,UTC
USGS,12363000,2021-09-02T00:00:00Z,14.5,A,12,A,13.1,A,4260,A,UTC
USGS,12363000,2021-09-03T00:00:00Z,14.5,A,12.3,A,13.2,A,4230,A,UTC
USGS,12363000,2021-09-04T00:00:00Z,14.7,A,12.6,A,13.5,A,4190,A,UTC
USGS,12363000,2021-09-05T00:00:00Z,15.1,A,12.9,A,13.9,A,4150,A,UTC
USGS,12363000,2021-09-06T00:00:00Z,15,A,13,A,13.9,A,4100,A,UTC
USGS,12363000,2021-09-07T00:00:00Z,14.5,A,12.6,A,13.4,A,4070,A,UTC
USGS,12363000,2021-09-08T00:00:00Z,14.2,A,12.8,A,13.5,A,4050,A,UTC
USGS,12363000,2021-09-09T00:00:00Z,15.2,A,12.9,A,13.9,A,3660,A,UTC
USGS,12363000,2021-09-10T00:00:00Z,14.3,A,13.2,A,13.9,A,3630,A,UTC
USGS,12363000,2021-09-11T00:00:00Z,13.2,A,12.7,A,13,A,3670,A,UTC
USGS,12363000,2021-09-12T00:00:00Z,13.8,A,12.6,A,13.2,A,3720,A,UTC
USGS,12363000,2021-09-13T00:00:00Z,14.8,A,12.9,A,13.6,A,3580,A,UTC
USGS,12363000,2021-09-14T00:00:00Z,14.9,A,12.4,A,13.5,A,3520,A,UTC
USGS,12363000,2021-09-15T00:00:00Z,14.7,A,12.2,A,13.5,A,3520,A,UTC
USGS,12363000,2021-09-16T00:00:00Z,13.3,A,11.1,A,12.1,A,3540,A,UTC
USGS,12363000,2021-09-17T00:00:00Z,12.8,A,10.2,A,11.6,A,3560,A,UTC
USGS,12363000,2021-09-18T00:00:00Z,12.4,A,10.9,A,11.9,A,3550,A,UTC
USGS,12363000,2021-09-19T00:00:00Z,12.5,A,10.8,A,11.6,A,3580,A,UTC
USGS,12363000,2021-09-20T00:00:00Z,13,A,11.2,A,11.8,A,3520,A,UTC
USGS,12363000,2021-09-21T00:00:00Z,13.5,A,10.6,A,11.9,A,3550,A,UTC
USGS,12363000,2021-09-22T00:00:00Z,13.3,A,11.3,A,12.3,A,3530,A,UTC
USGS,12363000,2021-09-23T00:00:00Z,13.7,A,11.4,A,12.4,A,3580,A,UTC
USGS,12363000,2021-09-24T00:00:00Z,14.4,A,11.9,A,13,A,3620,A,UTC
USGS,12363000,2021-09-25T00:00:00Z,14.4,A,12.4,A,13.3,A,3630,A,UTC
USGS,12363000,2021-09-26T00:00:00Z,14.6,A,12.3,A,13.3,A,3590,A,UTC
USGS,12363000,2021-09-27T00:00:00Z,13.8,A,12.1,A,12.9,A,3510,A,UTC
USGS,12363000,2021-09-28T00:00:00Z,12.8,A,11.3,A,12.1,A,3510,A,UTC
USGS,12363000,2021-09-29T00:00:00Z,12.2,A,10.7,A,11.4,A,3520,A,UTC
USGS,12363000,2021-09-30T00:00:00Z,13,A,10.6,A,11.7,A,3520,A,UTC
