agency_cd,site_no,dateTime,Wtemp_Max,Wtemp_Max_cd,Wtemp_Min,Wtemp_Min_cd,Wtemp,Wtemp_cd,Flow,Flow_cd,tz_cd
USGS,06037500,2021-07-13T00:00:00Z,24.6,A,18.4,A,21.1,A,346,A,UTC
USGS,06037500,2021-07-14T00:00:00Z,25.4,A,17,A,21.1,A,345,A,UTC
USGS,06037500,2021-07-15T00:00:00Z,22.7,A,17.5,A,20.3,A,343,A,UTC
USGS,06037500,2021-07-16T00:00:00Z,25.2,A,17.4,A,21.1,A,343,A,UTC
USGS,06037500,2021-07-17T00:00:00Z,24.9,A,17.1,A,21.1,A,339,A,UTC
USGS,06037500,2021-07-18T00:00:00Z,25.6,A,17.6,A,21.6,A,336,A,UTC
USGS,06037500,2021-07-19T00:00:00Z,25.2,A,18.2,A,21.3,A,337,A,UTC
USGS,06037500,2021-07-20T00:00:00Z,25.6,A,19.8,A,21.9,A,342,A,UTC
USGS,06037500,2021-07-21T00:00:00Z,26.2,A,19.3,A,22.2,A,346,A,UTC
USGS,06037500,2021-07-22T00:00:00Z,24.9,A,20,A,22,A,341,A,UTC
USGS,06037500,2021-07-23T00:00:00Z,24.1,A,17.7,A,20.9,A,338,A,UTC
USGS,06037500,2021-07-24T00:00:00Z,25.1,A,17,A,21,A,336,A,UTC
USGS,06037500,2021-07-25T00:00:00Z,24.9,A,17.4,A,21.1,A,334,A,UTC
USGS,06037500,2021-07-26T00:00:00Z,24.9,A,17.2,A,20.9,A,332,A,UTC
USGS,06037500,2021-07-27T00:00:00Z,23.5,A,17.3,A,20.4,A,332,A,UTC
USGS,06037500,2021-07-28T00:00:00Z,22.9,A,19.3,A,21,A,341,A,UTC
USGS,06037500,2021-07-29T00:00:00Z,25.5,A,19.1,A,21.1,A,399,A,UTC
USGS,06037500,2021-07-30T00:00:00Z,24.7,A,18,A,21.1,A,364,A,UTC
USGS,06037500,2021-07-31T00:00:00Z,23.5,A,19.3,A,21.1,A,356,A,UTC
USGS,06037500,2021-08-01T00:00:00Z,25.5,A,19,A,22,A,366,A,UTC
USGS,06037500,2021-08-02T00:00:00Z,25,A,19.8,A,21.8,A,357,A,UTC
USGS,06037500,2021-08-03T00:00:00Z,24.8,A,19.3,A,21.5,A,401,A,UTC
USGS,06037500,2021-08-04T00:00:00Z,24.3,A,18.2,A,21,A,359,A,UTC
USGS,06037500,2021-08-05T00:00:00Z,24.9,A,18,A,20.9,A,349,A,UTC
USGS,06037500,2021-08-06T00:00:00Z,21.6,A,17.7,A,19.2,A,371,A,UTC
USGS,06037500,2021-08-07T00:00:00Z,23,A,16.4,A,19.4,A,383,A,UTC
USGS,06037500,2021-08-08T00:00:00Z,21,A,16.7,A,19,A,355,A,UTC
USGS,06037500,2021-08-09T00:00:00Z,22.1,A,15.6,A,18.6,A,344,A,UTC
USGS,06037500,2021-08-10T00:00:00Z,22,A,14.8,A,18.2,A,340,A,UTC
USGS,06037500,2021-08-11T00:00:00Z,23.7,A,15.6,A,19.5,A,339,A,UTC
USGS,06037500,2021-08-12T00:00:00Z,25.3,A,17.2,A,21.1,A,336,A,UTC
USGS,06037500,2021-08-13T00:00:00Z,25.1,A,17.6,A,21.2,A,334,A,UTC
USGS,06037500,2021-08-14T00:00:00Z,24.8,A,17.6,A,21,A,333,A,UTC
USGS,06037500,2021-08-15T00:00:00Z,24.4,A,17.7,A,20.8,A,331,A,UTC
USGS,06037500,2021-08-16T00:00:00Z,21.4,A,16.6,A,19,A,331,A,UTC
USGS,06037500,2021-08-17T00:00:00Z,20.2,A,16.2,A,18.3,A,332,A,UTC
USGS,06037500,2021-08-18T00:00:00Z,17.9,A,15.8,A,16.6,A,358,A,UTC
USGS,06037500,2021-08-19T00:00:00Z,16.8,A,14.7,A,15.7,A,386,A,UTC
USGS,06037500,2021-08-20T00:00:00Z,18.2,A,14.2,A,15.9,A,412,A,UTC
USGS,06037500,2021-08-21T00:00:00Z,16.7,A,13.7,A,15.1,A,386,A,UTC
USGS,06037500,2021-08-22T00:00:00Z,19,A,13.8,A,16,A,394,A,UTC
USGS,06037500,2021-08-23T00:00:00Z,19.5,A,13,A,16.1,A,373,A,UTC
USGS,06037500,2021-08-24T00:00:00Z,19.9,A,13.5,A,16.6,A,353,A,UTC
USGS,06037500,2021-08-25T00:00:00Z,21.9,A,14.6,A,17.7,A,347,A,UTC
USGS,06037500,2021-08-26T00:00:00Z,19.6,A,14.7,A,17,A,343,A,UTC
USGS,06037500,2021-08-27T00:00:00Z,18.5,A,14.8,A,16.5,A,341,A,UTC
USGS,06037500,2021-08-28T00:00:00Z,21.2,A,14.1,A,17.2,A,341,A,UTC
USGS,06037500,2021-08-29T00:00:00Z,20.6,A,13.4,A,16.9,A,337,A,UTC
USGS,06037500,2021-08-30T00:00:00Z,20.4,A,13.5,A,16.8,A,338,A,UTC
USGS,06037500,2021-08-31T00:00:00Z,19.1,A,14.2,A,16.5,A,336,A,UTC
USGS,06037500,2021-09-01T00:00:00Z,18.5,A,13.1,A,15.6,A,334,A,UTC
USGS,06037500,2021-09-02T00:00:00Z,18.4,A,12.2,A,15.2,A,333,A,UTC
USGS,06037500,2021-09-03T00:00:00Z,19.4,A,13.1,A,16,A,333,A,UTC
USGS,06037500,2021-09-04T00:00:00Z,18.6,A,12.4,A,15.3,A,331,A,UTC
USGS,06037500,2021-09-05T00:00:00Z,19.2,A,11.9,A,15.4,A,330,A,UTC
USGS,06037500,2021-09-06T00:00:00Z,19,A,12.7,A,15.9,A,329,A,UTC
USGS,06037500,2021-09-07T00:00:00Z,20.1,A,13,A,16.4,A,328,A,UTC
USGS,06037500,2021-09-08T00:00:00Z,20.5,A,13.8,A,16.9,A,329,A,UTC
USGS,06037500,2021-09-09T00:00:00Z,20.4,A,13.7,A,17,A,328,A,UTC
USGS,06037500,2021-09-10T00:00:00Z,19.1,A,14.6,A,16.9,A,327,A,UTC
USGS,06037500,2021-09-11T00:00:00Z,20.3,A,15.8,A,17.4,A,330,A,UTC
USGS,06037500,2021-09-12T00:00:00Z,19.2,A,13.4,A,16.2,A,330,A,UTC
USGS,06037500,2021-09-13T00:00:00Z,18.6,A,13,A,15.6,A,330,A,UTC
USGS,06037500,2021-09-14T00:00:00Z,18.2,A,12.2,A,14.9,A,329,A,UTC
USGS,06037500,2021-09-15T00:00:00Z,17.6,A,11.9,A,14.5,A,328,A,UTC
USGS,06037500,2021-09-16T00:00:00Z,16.5,A,11.8,A,14,A,327,A,UTC
USGS,06037500,2021-09-17T00:00:00Z,16,A,9.7,A,12.8,A,326,A,UTC
USGS,06037500,2021-09-18T00:00:00Z,14.9,A,10.8,A,13.1,A,327,A,UTC
USGS,06037500,2021-09-19T00:00:00Z,13.3,A,10.5,A,11.9,A,355,A,UTC
USGS,06037500,2021-09-20T00:00:00Z,14.2,A,9.9,A,11.5,A,394,A,UTC
USGS,06037500,2021-09-21T00:00:00Z,15.5,A,10.2,A,12.4,A,368,A,UTC
USGS,06037500,2021-09-22T00:00:00Z,15.9,A,10.1,A,12.9,A,353,A,UTC
USGS,06037500,2021-09-23T00:00:00Z,16,A,11.3,A,13.5,A,348,A,UTC
USGS,06037500,2021-09-24T00:00:00Z,17.1,A,11,A,13.8,A,343,A,UTC
USGS,06037500,2021-09-25T00:00:00Z,17.1,A,11.6,A,14.3,A,340,A,UTC
USGS,06037500,2021-09-26T00:00:00Z,17.4,A,11.7,A,14.4,A,340,A,UTC
USGS,06037500,2021-09-27T00:00:00Z,16.7,A,11.4,A,13.9,A,337,A,UTC
USGS,06037500,2021-09-28T00:00:00Z,14.8,A,11.1,A,12.6,A,337,A,UTC
USGS,06037500,2021-09-29T00:00:00Z,14.5,A,9.3,A,11.7,A,336,A,UTC
USGS,06037500,2021-09-30T00:00:00Z,14.4,A,8.4,A,11.2,A,334,A,UTC
