agency_cd,site_no,dateTime,Wtemp_Max,Wtemp_Max_cd,Wtemp_Min,Wtemp_Min_cd,Wtemp,Wtemp_cd,Flow,Flow_cd,tz_cd
USGS,06037500,2020-10-22T00:00:00Z,8.4,A,4.2,A,6.4,A,413,A,UTC
USGS,06037500,2020-10-23T00:00:00Z,5.6,A,2,A,4,A,384,A,UTC
USGS,06037500,2020-10-24T00:00:00Z,5.9,A,3,A,5,A,402,A,UTC
USGS,06037500,2020-10-25T00:00:00Z,3,A,0.1,A,1.8,A,387,A,UTC
USGS,06037500,2020-10-26T00:00:00Z,3.2,A,-0.1,A,1.1,A,368,A e,UTC
USGS,06037500,2020-10-27T00:00:00Z,7.2,A,3.2,A,5.1,A,397,A,UTC
USGS,06037500,2020-10-28T00:00:00Z,8.1,A,4.8,A,6.3,A,396,A,UTC
USGS,06037500,2020-10-29T00:00:00Z,9.2,A,5.8,A,7.3,A,396,A,UTC
USGS,06037500,2020-10-30T00:00:00Z,9.1,A,6.3,A,7.8,A,400,A,UTC
USGS,06037500,2020-10-31T00:00:00Z,9.2,A,6.6,A,7.8,A,399,A,UTC
USGS,06037500,2020-11-01T00:00:00Z,9.6,A,6.1,A,7.6,A,388,A,UTC
USGS,06037500,2020-11-02T00:00:00Z,9.9,A,6.4,A,7.9,A,387,A,UTC
USGS,06037500,2020-11-03T00:00:00Z,9.9,A,6.6,A,8.1,A,389,A,UTC
USGS,06037500,2020-11-04T00:00:00Z,10.2,A,7.3,A,8.5,A,387,A,UTC
USGS,06037500,2020-11-05T00:00:00Z,9.8,A,7.1,A,8.4,A,385,A,UTC
USGS,06037500,2020-11-06T00:00:00Z,10.5,A,7.2,A,8.9,A,389,A,UTC
USGS,06037500,2020-11-07T00:00:00Z,10.8,A,9.2,A,9.8,A,399,A,UTC
USGS,06037500,2020-11-08T00:00:00Z,9.5,A,6.4,A,7.9,A,462,A,UTC
USGS,06037500,2020-11-09T00:00:00Z,6.4,A,4.3,A,5.2,A,405,A,UTC
USGS,06037500,2020-11-10T00:00:00Z,4.8,A,3.3,A,3.9,A,392,A,UTC
USGS,06037500,2020-11-11T00:00:00Z,5.2,A,3.2,A,3.9,A,388,A,UTC
USGS,06037500,2020-11-12T00:00:00Z,4.2,A,2,A,3.1,A,385,A,UTC
USGS,06037500,2020-11-13T00:00:00Z,3.9,A,2.1,A,2.9,A,385,A,UTC
USGS,06037500,2020-11-14T00:00:00Z,3.9,A,2.7,A,3.2,A,400,A,UTC
USGS,06037500,2020-11-15T00:00:00Z,4.4,A,2.7,A,3.6,A,393,A,UTC
USGS,06037500,2020-11-16T00:00:00Z,6.8,A,4.1,A,5.6,A,397,A,UTC
USGS,06037500,2020-11-17T00:00:00Z,8.8,A,6.4,A,7.4,A,405,A,UTC
USGS,06037500,2020-11-18T00:00:00Z,9.2,A,8,A,8.7,A,418,A,UTC
USGS,06037500,2020-11-19T00:00:00Z,8,A,5,A,6.6,A,432,A,UTC
USGS,06037500,2020-11-20T00:00:00Z,5,A,2.4,A,3.7,A,405,A,UTC
USGS,06037500,2020-11-21T00:00:00Z,2.8,A,1,A,1.8,A,384,A,UTC
USGS,06037500,2020-11-22T00:00:00Z,2.2,A,0,A,1,A,387,A,UTC
USGS,06037500,2020-11-23T00:00:00Z,3,A,0.3,A,1.6,A,393,A,UTC
USGS,06037500,2020-11-24T00:00:00Z,4.7,A,2.3,A,3.9,A,396,A,UTC
USGS,06037500,2020-11-25T00:00:00Z,5.4,A,4.5,A,4.9,A,398,A,UTC
USGS,06037500,2020-11-26T00:00:00Z,4.9,A,2.9,A,3.7,A,401,A,UTC
USGS,06037500,2020-11-27T00:00:00Z,5.5,A,3.3,A,4.3,A,392,A,UTC
USGS,06037500,2020-11-28T00:00:00Z,4.1,A,1.9,A,3.2,A,389,A,UTC
USGS,06037500,2020-11-29T00:00:00Z,2.8,A,0.7,A,1.9,A,385,A,UTC
USGS,06037500,2020-11-30T00:00:00Z,2.5,A,-0.1,A,1.2,A,384,A,UTC
USGS,06037500,2020-12-01T00:00:00Z,4.9,A,2,A,3.4,A,395,A,UTC
USGS,06037500,2020-12-02T00:00:00Z,3,A,1.1,A,2,A,387,A,UTC
USGS,06037500,2020-12-03T00:00:00Z,2.2,A,-0.1,A,0.9,A,381,A,UTC
USGS,06037500,2020-12-04T00:00:00Z,2.5,A,0.2,A,1.2,A,386,A,UTC
USGS,06037500,2020-12-05T00:00:00Z,2.9,A,0.6,A,1.6,A,385,A,UTC
USGS,06037500,2020-12-06T00:00:00Z,3,A,0.8,A,1.7,A,386,A,UTC
USGS,06037500,2020-12-07T00:00:00Z,2.6,A,0.3,A,1.5,A,382,A,UTC
USGS,06037500,2020-12-08T00:00:00Z,4,A,1.4,A,2.6,A,386,A,UTC
USGS,06037500,2020-12-09T00:00:00Z,4.4,A,2.4,A,3.4,A,388,A,UTC
USGS,06037500,2020-12-10T00:00:00Z,4.5,A,2.3,A,3.4,A,389,A,UTC
USGS,06037500,2020-12-11T00:00:00Z,4.1,A,2.1,A,2.9,A,388,A,UTC
USGS,06037500,2020-12-12T00:00:00Z,3.9,A,1,A,2.7,A,391,A,UTC
USGS,06037500,2020-12-13T00:00:00Z,2.2,A,0.8,A,1.5,A,384,A,UTC
USGS,06037500,2020-12-14T00:00:00Z,4.4,A,2.2,A,3.1,A,395,A,UTC
USGS,06037500,2020-12-15T00:00:00Z,4.2,A,2.4,A,3.2,A,391,A,UTC
USGS,06037500,2020-12-16T00:00:00Z,4,A,2.6,A,3.3,A,389,A,UTC
USGS,06037500,2020-12-17T00:00:00Z,5.8,A,4,A,4.9,A,402,A,UTC
USGS,06037500,2020-12-18T00:00:00Z,5.8,A,4.3,A,4.9,A,401,A,UTC
USGS,06037500,2020-12-19T00:00:00Z,4.5,A,3.1,A,3.7,A,392,A,UTC
USGS,06037500,2020-12-20T00:00:00Z,4,A,2.8,A,3.3,A,397,A,UTC
USGS,06037500,2020-12-21T00:00:00Z,6.6,A,4,A,5.5,A,406,A,UTC
USGS,06037500,2020-12-22T00:00:00Z,6.5,A,1.7,A,5,A,421,A,UTC
USGS,06037500,2020-12-23T00:00:00Z,1.7,A,-0,A,0.5,A,398,A,UTC
USGS,06037500,2020-12-24T00:00:00Z,2.3,A,0.2,A,1.3,A,389,A,UTC
USGS,06037500,2020-12-25T00:00:00Z,2.6,A,0.1,A,1.1,A,392,A,UTC
USGS,06037500,2020-12-26T00:00:00Z,5.3,A,2.6,A,4.2,A,403,A,UTC
USGS,06037500,2020-12-27T00:00:00Z,5.3,A,3.7,A,4.5,A,404,A,UTC
USGS,06037500,2020-12-28T00:00:00Z,4.1,A,-0.1,A,2,A,389,A,UTC
USGS,06037500,2020-12-29T00:00:00Z,-0.1,A,-0.1,A,-0.1,A,373,A e,UTC
USGS,06037500,2020-12-30T00:00:00Z,1.2,A,-0.1,A,0.1,A,380,A e,UTC
USGS,06037500,2020-12-31T00:00:00Z,4.7,A,1.2,A,3.4,A,400,A,UTC
USGS,06037500,2021-01-01T00:00:00Z,5.2,A,4.3,A,4.6,A,393,A,UTC
USGS,06037500,2021-01-02T00:00:00Z,4.9,A,3.6,A,4.2,A,395,A,UTC
USGS,06037500,2021-01-03T00:00:00Z,5,A,3.8,A,4.3,A,396,A,UTC
USGS,06037500,2021-01-04T00:00:00Z,5.3,A,3.8,A,4.6,A,396,A,UTC
USGS,06037500,2021-01-05T00:00:00Z,6,A,4.6,A,5.2,A,410,A,UTC
USGS,06037500,2021-01-06T00:00:00Z,5.9,A,4.4,A,5,A,396,A,UTC
USGS,06037500,2021-01-07T00:00:00Z,5.9,A,4.3,A,5,A,397,A,UTC
USGS,06037500,2021-01-08T00:00:00Z,5.2,A,2.6,A,4.4,A,394,A,UTC
USGS,06037500,2021-01-09T00:00:00Z,2.6,A,0.6,A,1.9,A,385,A,UTC
USGS,06037500,2021-01-10T00:00:00Z,3.9,A,0.8,A,2.6,A,387,A,UTC
USGS,06037500,2021-01-11T00:00:00Z,3.5,A,1,A,2.4,A,386,A,UTC
USGS,06037500,2021-01-12T00:00:00Z,3.7,A,0.8,A,2,A,389,A,UTC
USGS,06037500,2021-01-13T00:00:00Z,5.1,A,2,A,4.1,A,398,A,UTC
USGS,06037500,2021-01-14T00:00:00Z,2,A,0.4,A,1.2,A,383,A,UTC
USGS,06037500,2021-01-15T00:00:00Z,2.3,A,-0.1,A,0.8,A,382,A,UTC
USGS,06037500,2021-01-16T00:00:00Z,5.4,A,2.3,A,4.2,A,392,A,UTC
USGS,06037500,2021-01-17T00:00:00Z,5.2,A,4.2,A,4.9,A,393,A,UTC
USGS,06037500,2021-01-18T00:00:00Z,4.6,A,2.5,A,3.6,A,394,A,UTC
USGS,06037500,2021-01-19T00:00:00Z,2.8,A,0.6,A,1.8,A,383,A,UTC
USGS,06037500,2021-01-20T00:00:00Z,3.1,A,0.7,A,1.9,A,383,A,UTC
USGS,06037500,2021-01-21T00:00:00Z,4.8,A,2.4,A,3.6,A,386,A,UTC
USGS,06037500,2021-01-22T00:00:00Z,6.9,A,4.4,A,5.5,A,392,A,UTC
USGS,06037500,2021-01-23T00:00:00Z,5.8,A,2.6,A,4.7,A,391,A,UTC
USGS,06037500,2021-01-24T00:00:00Z,3.8,A,1.8,A,2.7,A,381,A,UTC
USGS,06037500,2021-01-25T00:00:00Z,4.2,A,1.9,A,3,A,385,A,UTC
USGS,06037500,2021-01-26T00:00:00Z,2.7,A,0.2,A,1.6,A,379,A,UTC
USGS,06037500,2021-01-27T00:00:00Z,3.7,A,1.6,A,2.7,A,382,A,UTC
USGS,06037500,2021-01-28T00:00:00Z,6.4,A,3.6,A,4.9,A,386,A,UTC
USGS,06037500,2021-01-29T00:00:00Z,8,A,5.4,A,6.6,A,404,A,UTC
USGS,06037500,2021-01-30T00:00:00Z,7.6,A,5.8,A,6.5,A,400,A,UTC
USGS,06037500,2021-01-31T00:00:00Z,6.8,A,4.5,A,5.8,A,389,A,UTC
USGS,06037500,2021-02-01T00:00:00Z,5.6,A,2.7,A,4.1,A,386,A,UTC
USGS,06037500,2021-02-02T00:00:00Z,8.6,A,4.3,A,6.3,A,392,A,UTC
USGS,06037500,2021-02-03T00:00:00Z,7.4,A,4.1,A,5.7,A,408,A,UTC
USGS,06037500,2021-02-04T00:00:00Z,4.5,A,2.7,A,3.5,A,395,A,UTC
USGS,06037500,2021-02-05T00:00:00Z,5.3,A,2.6,A,3.7,A,397,A,UTC
USGS,06037500,2021-02-06T00:00:00Z,3.9,A,2.9,A,3.3,A,395,A,UTC
USGS,06037500,2021-02-07T00:00:00Z,3.8,A,2,A,2.7,A,399,A,UTC
USGS,06037500,2021-02-08T00:00:00Z,4.2,A,1.8,A,2.7,A,396,A,UTC
USGS,06037500,2021-02-09T00:00:00Z,4.2,A,1.4,A,2.6,A,391,A,UTC
USGS,06037500,2021-02-10T00:00:00Z,2.2,A,-0.1,A,1,A,379,A,UTC
USGS,06037500,2021-02-11T00:00:00Z,2.6,A,-0.1,A,1.2,A,388,A,UTC
USGS,06037500,2021-02-12T00:00:00Z,2.2,A,-0.1,A,0.8,A,396,A,UTC
USGS,06037500,2021-02-13T00:00:00Z,2.6,A,-0.1,A,0.7,A,398,A e,UTC
USGS,06037500,2021-02-14T00:00:00Z,2.1,A,-0.1,A,0.8,A,385,A e,UTC
USGS,06037500,2021-02-15T00:00:00Z,3.6,A,1.2,A,2.3,A,394,A,UTC
USGS,06037500,2021-02-16T00:00:00Z,6.1,A,3,A,4.4,A,399,A,UTC
USGS,06037500,2021-02-17T00:00:00Z,6,A,3.2,A,4.5,A,393,A,UTC
USGS,06037500,2021-02-18T00:00:00Z,4.6,A,1.6,A,3.3,A,385,A,UTC
USGS,06037500,2021-02-19T00:00:00Z,5.8,A,3,A,4.2,A,389,A,UTC
USGS,06037500,2021-02-20T00:00:00Z,6.5,A,3.7,A,4.9,A,395,A,UTC
USGS,06037500,2021-02-21T00:00:00Z,4.2,A,2.6,A,3.3,A,389,A,UTC
USGS,06037500,2021-02-22T00:00:00Z,4,A,3.1,A,3.4,A,383,A,UTC
USGS,06037500,2021-02-23T00:00:00Z,3.9,A,0.9,A,2.5,A,388,A,UTC
USGS,06037500,2021-02-24T00:00:00Z,4.4,A,0.3,A,1.9,A,384,A,UTC
USGS,06037500,2021-02-25T00:00:00Z,1.3,A,-0.1,A,0.5,A,373,A,UTC
USGS,06037500,2021-02-26T00:00:00Z,4.4,A,1,A,2.4,A,397,A,UTC
USGS,06037500,2021-02-27T00:00:00Z,5.8,A,1.2,A,3.2,A,405,A,UTC
USGS,06037500,2021-02-28T00:00:00Z,3.8,A,0.1,A,2.2,A,387,A,UTC
USGS,06037500,2021-03-01T00:00:00Z,7.6,A,3.2,A,5,A,387,A,UTC
USGS,06037500,2021-03-02T00:00:00Z,7.8,A,3.4,A,5.6,A,388,A,UTC
USGS,06037500,2021-03-03T00:00:00Z,8.7,A,3.1,A,5.9,A,386,A,UTC
USGS,06037500,2021-03-04T00:00:00Z,9.8,A,4.3,A,6.8,A,386,A,UTC
USGS,06037500,2021-03-05T00:00:00Z,9.7,A,5,A,7.2,A,383,A,UTC
USGS,06037500,2021-03-06T00:00:00Z,9,A,5.1,A,7,A,385,A,UTC
USGS,06037500,2021-03-07T00:00:00Z,9.8,A,6.4,A,7.8,A,386,A,UTC
USGS,06037500,2021-03-08T00:00:00Z,10.2,A,5.1,A,7.6,A,386,A,UTC
USGS,06037500,2021-03-09T00:00:00Z,9.6,A,5.5,A,7.3,A,403,A,UTC
USGS,06037500,2021-03-10T00:00:00Z,8.9,A,5.2,A,6.9,A,394,A,UTC
USGS,06037500,2021-03-11T00:00:00Z,8.6,A,2.7,A,5.5,A,384,A,UTC
USGS,06037500,2021-03-12T00:00:00Z,8.7,A,2.9,A,5.6,A,379,A,UTC
USGS,06037500,2021-03-13T00:00:00Z,9,A,3.2,A,6,A,378,A,UTC
USGS,06037500,2021-03-14T00:00:00Z,11.6,A,5.6,A,8.5,A,384,A,UTC
USGS,06037500,2021-03-15T00:00:00Z,12.3,A,8.2,A,9.9,A,395,A,UTC
USGS,06037500,2021-03-16T00:00:00Z,12,A,7.9,A,9.6,A,391,A,UTC
USGS,06037500,2021-03-17T00:00:00Z,11.7,A,6.2,A,8.8,A,384,A,UTC
USGS,06037500,2021-03-18T00:00:00Z,11.8,A,7.1,A,9.3,A,385,A,UTC
USGS,06037500,2021-03-19T00:00:00Z,11.6,A,7.8,A,9.6,A,394,A,UTC
USGS,06037500,2021-03-20T00:00:00Z,9.6,A,6.6,A,8.2,A,433,A,UTC
USGS,06037500,2021-03-21T00:00:00Z,10.6,A,6.2,A,8.1,A,420,A,UTC
USGS,06037500,2021-03-22T00:00:00Z,9.5,A,7.2,A,8.1,A,400,A,UTC
USGS,06037500,2021-03-23T00:00:00Z,11,A,6.4,A,8.2,A,397,A,UTC
USGS,06037500,2021-03-24T00:00:00Z,8.2,A,4,A,6.3,A,388,A,UTC
USGS,06037500,2021-03-25T00:00:00Z,9.2,A,5.9,A,7.4,A,394,A,UTC
USGS,06037500,2021-03-26T00:00:00Z,11.2,A,7.1,A,8.6,A,396,A,UTC
USGS,06037500,2021-03-27T00:00:00Z,11,A,6.9,A,8.6,A,385,A,UTC
USGS,06037500,2021-03-28T00:00:00Z,12.2,A,7.4,A,9.3,A,385,A,UTC
USGS,06037500,2021-03-29T00:00:00Z,8,A,2.7,A,5.3,A,407,A,UTC
USGS,06037500,2021-03-30T00:00:00Z,7.2,A,1.9,A,4.2,A,383,A,UTC
USGS,06037500,2021-03-31T00:00:00Z,9.5,A,2.8,A,5.9,A,377,A,UTC
USGS,06037500,2021-04-01T00:00:00Z,12.4,A,5.4,A,8.8,A,382,A,UTC
USGS,06037500,2021-04-02T00:00:00Z,14.1,A,7.6,A,10.7,A,395,A,UTC
USGS,06037500,2021-04-03T00:00:00Z,14.4,A,8.6,A,11.4,A,417,A,UTC
USGS,06037500,2021-04-04T00:00:00Z,14.9,A,9.5,A,12.1,A,444,A,UTC
USGS,06037500,2021-04-05T00:00:00Z,12,A,9.9,A,11.2,A,482,A,UTC
USGS,06037500,2021-04-06T00:00:00Z,11,A,8.2,A,9.4,A,472,A,UTC
USGS,06037500,2021-04-07T00:00:00Z,13.9,A,8,A,10.9,A,436,A,UTC
USGS,06037500,2021-04-08T00:00:00Z,13,A,7.5,A,10,A,440,A,UTC
USGS,06037500,2021-04-09T00:00:00Z,11.7,A,4.8,A,8.4,A,434,A,UTC
USGS,06037500,2021-04-10T00:00:00Z,12.8,A,7.2,A,9.7,A,426,A,UTC
USGS,06037500,2021-04-11T00:00:00Z,12,A,5.9,A,8.7,A,431,A,UTC
USGS,06037500,2021-04-12T00:00:00Z,11.7,A,6.5,A,8.6,A,421,A,UTC
USGS,06037500,2021-04-13T00:00:00Z,11.3,A,5.3,A,8,A,407,A,UTC
USGS,06037500,2021-04-14T00:00:00Z,7.8,A,5.7,A,6.7,A,407,A,UTC
USGS,06037500,2021-04-15T00:00:00Z,10,A,5.8,A,7.6,A,403,A,UTC
USGS,06037500,2021-04-16T00:00:00Z,10.7,A,5.7,A,8.2,A,393,A,UTC
USGS,06037500,2021-04-17T00:00:00Z,14.7,A,6.1,A,10.3,A,389,A,UTC
USGS,06037500,2021-04-18T00:00:00Z,15.2,A,9.1,A,12.1,A,420,A,UTC
USGS,06037500,2021-04-19T00:00:00Z,12.5,A,7.5,A,10.5,A,453,A,UTC
USGS,06037500,2021-04-20T00:00:00Z,13,A,5.6,A,9,A,415,A,UTC
USGS,06037500,2021-04-21T00:00:00Z,14.8,A,7.4,A,10.9,A,416,A,UTC
USGS,06037500,2021-04-22T00:00:00Z,15.5,A,9,A,11.9,A,435,A,UTC
USGS,06037500,2021-04-23T00:00:00Z,14,A,10.7,A,11.9,A,448,A,UTC
USGS,06037500,2021-04-24T00:00:00Z,13,A,10,A,11.3,A,445,A,UTC
USGS,06037500,2021-04-25T00:00:00Z,12.5,A,10,A,10.8,A,458,A,UTC
USGS,06037500,2021-04-26T00:00:00Z,12.4,A,9.7,A,10.8,A,450,A,UTC
USGS,06037500,2021-04-27T00:00:00Z,16.4,A,8.4,A,12.1,A,435,A,UTC
USGS,06037500,2021-04-28T00:00:00Z,16.8,A,10.4,A,13.5,A,443,A,UTC
USGS,06037500,2021-04-29T00:00:00Z,17.6,A,11.5,A,14.5,A,475,A,UTC
USGS,06037500,2021-04-30T00:00:00Z,18.6,A,12.9,A,15.6,A,528,A,UTC
USGS,06037500,2021-05-01T00:00:00Z,17,A,13.2,A,14.9,A,610,A,UTC
USGS,06037500,2021-05-02T00:00:00Z,14.7,A,10.9,A,13,A,632,A,UTC
USGS,06037500,2021-05-03T00:00:00Z,14,A,9.4,A,11.7,A,583,A,UTC
USGS,06037500,2021-05-04T00:00:00Z,14.6,A,11.4,A,12.6,A,563,A,UTC
USGS,06037500,2021-05-05T00:00:00Z,16.5,A,10.3,A,13.3,A,541,A,UTC
USGS,06037500,2021-05-06T00:00:00Z,17.9,A,11.5,A,14.8,A,557,A,UTC
USGS,06037500,2021-05-07T00:00:00Z,16.8,A,13.4,A,15.1,A,637,A,UTC
USGS,06037500,2021-05-08T00:00:00Z,14.2,A,9,A,11.4,A,688,A,UTC
USGS,06037500,2021-05-09T00:00:00Z,12.4,A,7.6,A,10,A,583,A,UTC
USGS,06037500,2021-05-10T00:00:00Z,11.9,A,8.2,A,10.1,A,532,A,UTC
USGS,06037500,2021-05-11T00:00:00Z,14.5,A,9.3,A,11.3,A,519,A,UTC
USGS,06037500,2021-05-12T00:00:00Z,16.5,A,9.7,A,13,A,504,A,UTC
USGS,06037500,2021-05-13T00:00:00Z,17.2,A,11.5,A,14.5,A,484,A,UTC
USGS,06037500,2021-05-14T00:00:00Z,17.9,A,13.3,A,15.4,A,537,A,UTC
USGS,06037500,2021-05-15T00:00:00Z,16.9,A,12.7,A,14.8,A,569,A,UTC
USGS,06037500,2021-05-16T00:00:00Z,19.3,A,12.1,A,15.7,A,561,A,UTC
USGS,06037500,2021-05-17T00:00:00Z,19.4,A,14.4,A,17.1,A,590,A,UTC
USGS,06037500,2021-05-18T00:00:00Z,19.8,A,14.6,A,17.1,A,606,A,UTC
USGS,06037500,2021-05-19T00:00:00Z,18.4,A,13.9,A,16.3,A,625,A,UTC
USGS,06037500,2021-05-20T00:00:00Z,16.8,A,14,A,15.3,A,629,A,UTC
USGS,06037500,2021-05-21T00:00:00Z,14.5,A,7.9,A,11.9,A,641,A,UTC
USGS,06037500,2021-05-22T00:00:00Z,15.1,A,8.1,A,11.8,A,689,A,UTC
USGS,06037500,2021-05-23T00:00:00Z,14.1,A,9.8,A,12.2,A,843,A,UTC
USGS,06037500,2021-05-24T00:00:00Z,10.8,A,8.4,A,9.5,A,889,A,UTC
USGS,06037500,2021-05-25T00:00:00Z,13.9,A,9.8,A,11.6,A,865,A,UTC
USGS,06037500,2021-05-26T00:00:00Z,14.4,A,11.9,A,13.1,A,874,A,UTC
USGS,06037500,2021-05-27T00:00:00Z,16.5,A,11.2,A,13.9,A,808,A,UTC
USGS,06037500,2021-05-28T00:00:00Z,17.4,A,12.9,A,15.4,A,691,A,UTC
USGS,06037500,2021-05-29T00:00:00Z,18.3,A,12.4,A,15.4,A,651,A,UTC
USGS,06037500,2021-05-30T00:00:00Z,19.5,A,12.8,A,16.3,A,618,A,UTC
USGS,06037500,2021-05-31T00:00:00Z,19.2,A,14,A,16.8,A,593,A,UTC
USGS,06037500,2021-06-01T00:00:00Z,21.1,A,14.2,A,17.8,A,582,A,UTC
USGS,06037500,2021-06-02T00:00:00Z,23.2,A,16.4,A,19.9,A,578,A,UTC
USGS,06037500,2021-06-03T00:00:00Z,23.6,A,17,A,20.4,A,584,A,UTC
USGS,06037500,2021-06-04T00:00:00Z,22.7,A,17.6,A,19.9,A,578,A,UTC
USGS,06037500,2021-06-05T00:00:00Z,22.5,A,16.4,A,19.2,A,570,A,UTC
USGS,06037500,2021-06-06T00:00:00Z,19.2,A,15.6,A,17.5,A,558,A,UTC
USGS,06037500,2021-06-07T00:00:00Z,20.9,A,14.2,A,17.7,A,515,A,UTC
USGS,06037500,2021-06-08T00:00:00Z,21.8,A,16.9,A,19,A,485,A,UTC
USGS,06037500,2021-06-09T00:00:00Z,22.5,A,15.5,A,18.9,A,466,A,UTC
USGS,06037500,2021-06-10T00:00:00Z,19.1,A,14.7,A,17.4,A,455,A,UTC
USGS,06037500,2021-06-11T00:00:00Z,19.2,A,12,A,15.7,A,449,A,UTC
USGS,06037500,2021-06-12T00:00:00Z,21,A,13.7,A,17.3,A,436,A,UTC
USGS,06037500,2021-06-13T00:00:00Z,23.8,A,15.2,A,19.7,A,426,A,UTC
USGS,06037500,2021-06-14T00:00:00Z,24.8,A,17.7,A,21.3,A,419,A,UTC
USGS,06037500,2021-06-15T00:00:00Z,23.6,A,17.2,A,20.5,A,409,A,UTC
USGS,06037500,2021-06-16T00:00:00Z,23.8,A,16.8,A,20.3,A,400,A,UTC
USGS,06037500,2021-06-17T00:00:00Z,24,A,16.4,A,20.2,A,397,A,UTC
USGS,06037500,2021-06-18T00:00:00Z,24.6,A,16.6,A,20.7,A,393,A,UTC
USGS,06037500,2021-06-19T00:00:00Z,23.5,A,17.3,A,20.6,A,389,A,UTC
USGS,06037500,2021-06-20T00:00:00Z,21.2,A,16.9,A,19.3,A,386,A,UTC
USGS,06037500,2021-06-21T00:00:00Z,23.2,A,14.4,A,19.1,A,386,A,UTC
USGS,06037500,2021-06-22T00:00:00Z,24,A,16.8,A,20.5,A,380,A,UTC
USGS,06037500,2021-06-23T00:00:00Z,24.4,A,18.3,A,20.6,A,377,A,UTC
USGS,06037500,2021-06-24T00:00:00Z,22.2,A,16.8,A,19.3,A,377,A,UTC
USGS,06037500,2021-06-25T00:00:00Z,22.6,A,16,A,19.4,A,385,A,UTC
USGS,06037500,2021-06-26T00:00:00Z,21.7,A,16.1,A,18.4,A,382,A,UTC
USGS,06037500,2021-06-27T00:00:00Z,20.7,A,15.7,A,18.3,A,373,A,UTC
USGS,06037500,2021-06-28T00:00:00Z,25.4,A,16.6,A,20.9,A,370,A,UTC
USGS,06037500,2021-06-29T00:00:00Z,25.8,A,17.8,A,21.4,A,365,A,UTC
USGS,06037500,2021-06-30T00:00:00Z,26.4,A,17.3,A,21.4,A,363,A,UTC
USGS,06037500,2021-07-01T00:00:00Z,24.1,A,18.6,A,21,A,363,A,UTC
USGS,06037500,2021-07-02T00:00:00Z,26.1,A,17.2,A,21.1,A,371,A,UTC
USGS,06037500,2021-07-03T00:00:00Z,25.6,A,18.1,A,21.6,A,363,A,UTC
USGS,06037500,2021-07-04T00:00:00Z,25.8,A,19,A,22.1,A,358,A,UTC
USGS,06037500,2021-07-05T00:00:00Z,23.3,A,19.5,A,20.9,A,361,A,UTC
USGS,06037500,2021-07-06T00:00:00Z,25,A,17.3,A,21.2,A,367,A,UTC
USGS,06037500,2021-07-07T00:00:00Z,24.9,A,18.3,A,21.2,A,358,A,UTC
USGS,06037500,2021-07-08T00:00:00Z,24.1,A,17.8,A,21.1,A,359,A,UTC
USGS,06037500,2021-07-09T00:00:00Z,23.8,A,17.2,A,20.5,A,350,A,UTC
USGS,06037500,2021-07-10T00:00:00Z,24,A,16.6,A,20.1,A,347,A,UTC
USGS,06037500,2021-07-11T00:00:00Z,23.1,A,16.6,A,19.3,A,349,A,UTC
USGS,06037500,2021-07-12T00:00:00Z,25.3,A,16.9,A,20.9,A,349,A,UTC
